freq,psd_x,psd_y,psd_z,psd_xyz
62.8,2.182e+04,8.286e+03,2.921e+04,5.932e+04
64.3,2.595e+04,7.455e+03,2.641e+04,5.981e+04
65.9,2.725e+04,7.546e+03,1.984e+04,5.464e+04
67.4,2.465e+04,7.583e+03,1.234e+04,4.457e+04
68.9,1.849e+04,6.952e+03,1.003e+04,3.547e+04
70.5,1.280e+04,6.538e+03,1.675e+04,3.608e+04
72.0,9.321e+03,6.641e+03,3.307e+04,4.904e+04
73.5,7.457e+03,6.753e+03,5.231e+04,6.652e+04
75.1,7.890e+03,7.195e+03,7.102e+04,8.611e+04
76.6,1.035e+04,8.418e+03,8.287e+04,1.016e+05
78.1,1.315e+04,9.116e+03,8.056e+04,1.028e+05
79.6,1.443e+04,9.737e+03,6.539e+04,8.956e+04
81.2,1.314e+04,1.008e+04,4.889e+04,7.211e+04
82.7,1.200e+04,1.008e+04,3.853e+04,6.061e+04
84.2,1.188e+04,1.009e+04,3.196e+04,5.393e+04
85.8,1.231e+04,1.037e+04,2.877e+04,5.145e+04
87.3,1.270e+04,1.075e+04,2.671e+04,5.016e+04
88.8,1.293e+04,1.090e+04,2.592e+04,4.975e+04
90.4,1.325e+04,1.071e+04,2.525e+04,4.921e+04
91.9,1.410e+04,9.582e+03,2.334e+04,4.703e+04
93.4,1.343e+04,8.420e+03,2.117e+04,4.302e+04
95.0,1.127e+04,9.159e+03,1.709e+04,3.751e+04
96.5,1.131e+04,1.234e+04,1.381e+04,3.746e+04
98.0,1.101e+04,1.672e+04,1.615e+04,4.387e+04
99.6,8.772e+03,2.492e+04,2.336e+04,5.706e+04
101.1,9.214e+03,3.800e+04,2.841e+04,7.562e+04
102.6,1.456e+04,4.062e+04,2.466e+04,7.984e+04
104.2,2.048e+04,2.854e+04,1.902e+04,6.804e+04
105.7,2.302e+04,1.691e+04,1.529e+04,5.522e+04
107.2,2.313e+04,1.098e+04,1.306e+04,4.717e+04
108.7,2.174e+04,8.077e+03,1.169e+04,4.150e+04
110.3,1.939e+04,6.741e+03,1.078e+04,3.691e+04
111.8,1.713e+04,6.655e+03,9.692e+03,3.348e+04
113.3,1.641e+04,7.341e+03,8.247e+03,3.200e+04
114.9,1.640e+04,7.595e+03,6.772e+03,3.076e+04
116.4,1.468e+04,7.445e+03,5.649e+03,2.777e+04
117.9,1.170e+04,7.577e+03,4.970e+03,2.425e+04
119.5,9.058e+03,8.043e+03,4.598e+03,2.170e+04
121.0,6.696e+03,8.465e+03,4.177e+03,1.934e+04
122.5,5.435e+03,8.295e+03,4.092e+03,1.782e+04
124.1,5.132e+03,7.480e+03,4.114e+03,1.673e+04
125.6,4.908e+03,7.305e+03,4.204e+03,1.642e+04
127.1,4.643e+03,8.340e+03,4.278e+03,1.726e+04
128.7,4.347e+03,9.257e+03,3.446e+03,1.705e+04
130.2,4.295e+03,9.523e+03,2.972e+03,1.679e+04
131.7,3.962e+03,9.340e+03,3.047e+03,1.635e+04
133.3,1.864e+03,8.316e+03,2.458e+03,1.264e+04
134.8,3.541e+02,6.762e+03,2.112e+03,9.229e+03
136.3,2.291e+02,5.441e+03,1.805e+03,7.475e+03
137.8,1.921e+02,5.023e+03,1.534e+03,6.749e+03
139.4,1.618e+02,4.605e+03,1.231e+03,5.998e+03
140.9,1.726e+02,4.354e+03,9.283e+02,5.455e+03
142.4,2.182e+02,3.900e+03,7.144e+02,4.832e+03
144.0,2.783e+02,3.370e+03,5.819e+02,4.230e+03
145.5,3.085e+02,2.782e+03,4.915e+02,3.582e+03
147.0,3.619e+02,2.338e+03,4.025e+02,3.102e+03
148.6,4.214e+02,2.033e+03,3.546e+02,2.809e+03
150.1,4.923e+02,1.868e+03,3.409e+02,2.701e+03
151.6,5.026e+02,1.634e+03,3.206e+02,2.457e+03
153.2,4.784e+02,1.523e+03,2.999e+02,2.302e+03
154.7,4.694e+02,1.355e+03,2.808e+02,2.106e+03
156.2,5.276e+02,1.319e+03,2.901e+02,2.137e+03
157.8,6.006e+02,1.248e+03,2.874e+02,2.136e+03
159.3,6.896e+02,1.182e+03,2.943e+02,2.166e+03
160.8,9.004e+02,1.072e+03,3.328e+02,2.305e+03
162.4,1.299e+03,1.045e+03,4.253e+02,2.770e+03
163.9,1.862e+03,9.851e+02,4.838e+02,3.331e+03
165.4,2.480e+03,1.006e+03,5.568e+02,4.043e+03
167.0,2.892e+03,1.177e+03,5.963e+02,4.666e+03
168.5,3.188e+03,1.480e+03,6.349e+02,5.304e+03
170.0,3.242e+03,1.802e+03,6.440e+02,5.687e+03
171.5,2.821e+03,2.027e+03,5.899e+02,5.439e+03
173.1,2.158e+03,2.076e+03,4.689e+02,4.703e+03
174.6,1.383e+03,2.048e+03,3.216e+02,3.752e+03
176.1,8.750e+02,1.937e+03,2.364e+02,3.049e+03
177.7,6.156e+02,1.809e+03,2.064e+02,2.631e+03
179.2,4.866e+02,1.606e+03,2.110e+02,2.304e+03
180.7,4.272e+02,1.488e+03,2.087e+02,2.124e+03
182.3,3.692e+02,1.380e+03,2.018e+02,1.951e+03
183.8,3.457e+02,1.285e+03,2.330e+02,1.863e+03
185.3,3.454e+02,1.152e+03,3.428e+02,1.840e+03
186.9,3.556e+02,9.894e+02,4.729e+02,1.818e+03
188.4,3.814e+02,8.362e+02,4.887e+02,1.706e+03
189.9,3.776e+02,7.058e+02,4.933e+02,1.577e+03
191.5,3.900e+02,6.288e+02,5.369e+02,1.556e+03
193.0,4.170e+02,5.980e+02,6.288e+02,1.644e+03
194.5,4.371e+02,5.671e+02,7.716e+02,1.776e+03
196.1,4.381e+02,4.942e+02,9.958e+02,1.928e+03
197.6,4.646e+02,4.288e+02,1.356e+03,2.249e+03
199.1,4.825e+02,3.707e+02,2.009e+03,2.862e+03
